formula,aic,rSquare,warn
route ~ + children + distance + income + maritalStatus + travelTime,32.59710345,0.59847,
route ~ + children + lights + modelYear + seatBelts + travelTime,40.26293793,0.44903,
route ~ + children + distance + origin + passengers + travelTime,31.01588884,0.6293,
route ~ + children + lights + seatBelts + sex + travelTime,42.35439525,0.40826,
route ~ + lights + seatBelts,39.38934031,0.34909,
route ~ + income + lights + modelYear + passengers + sex,37.3028565,0.50673,
route ~ + lights + maritalStatus + sex + travelTime,40.6790811,0.40193,
route ~ + flowRate + income + seatBelts,26.06782028,0.64778,
route ~ + age + children + lights + maritalStatus + sex,41.46118038,0.42567,
route ~ + children + lights + maritalStatus + modelYear + passengers,39.61452611,0.46167,
route ~ + children + lights + maritalStatus + modelYear + seatBelts,40.53586503,0.44371,
route ~ + age + lights + origin + seatBelts + travelTime,41.6842932,0.42132,
route ~ + flowRate + income + origin + passengers + seatBelts,28.00307655,0.68803,
route ~ + children + distance + passengers,28.01156477,0.60989,
route ~ + flowRate + income + maritalStatus + passengers,26.59329518,0.67652,
route ~ + children + distance + passengers + seatBelts + sex,30.9328817,0.63091,
route ~ + children + flowRate + seatBelts + sex + travelTime,28.16505836,0.68487,
route ~ + lights + seatBelts + travelTime,40.3214713,0.36991,
route ~ + age + children + lights + passengers + sex,40.26721342,0.44895,
route ~ + children + distance + maritalStatus + sex + travelTime,31.52300879,0.61941,
route ~ + age + children + modelYear + seatBelts,51.15738786,0.19766,
route ~ + lights + seatBelts + sex,40.25115117,0.37128,
route ~ + children + flowRate + income + maritalStatus + seatBelts,28.72423067,0.67397,
route ~ + age + lights + maritalStatus + origin + passengers,40.56398037,0.44316,
route ~ + flowRate + income + maritalStatus + passengers + sex,28.36868402,0.6809,
route ~ + distance + maritalStatus + passengers + sex + travelTime,30.82432199,0.63303,
route ~ + children + flowRate + maritalStatus + passengers + sex,28.36792477,0.68092,
route ~ + children + flowRate + income + maritalStatus + sex,28.59454935,0.6765,
route ~ + age + income + lights + seatBelts + travelTime,41.5240629,0.42444,
route ~ + flowRate + income + seatBelts + sex + travelTime,28.17956185,0.68459,
route ~ + age + lights + origin + passengers + travelTime,40.40298368,0.4463,
route ~ + age + lights + passengers + travelTime,39.11930636,0.43233,
route ~ + distance + maritalStatus + seatBelts + sex + travelTime,31.72777645,0.61542,
route ~ + age + lights + maritalStatus + origin + sex,41.49720986,0.42497,
route ~ + income + lights + travelTime,40.36931276,0.36898,
route ~ + income + lights + origin + seatBelts + travelTime,43.05225974,0.39465,
route ~ + children + flowRate + income + sex,27.77909457,0.65341,
route ~ + children + flowRate + income + seatBelts + travelTime,28.18477418,0.68449,
route ~ + children + flowRate + income + sex + travelTime,28.16989456,0.68478,
route ~ + distance + income + maritalStatus + passengers,29.65462467,0.61684,
route ~ + children + flowRate + passengers + sex + travelTime,28.07604175,0.68661,
route ~ + children + lights + passengers + sex + travelTime,40.85517691,0.43748,
route ~ + income + lights + origin + passengers + travelTime,41.58142293,0.42333,
route ~ + children + flowRate + passengers,25.78858116,0.65322,
route ~ + age + lights + passengers + sex,39.0247156,0.43418,
route ~ + flowRate + income + passengers + sex + travelTime,28.08559083,0.68642,
route ~ + children + flowRate + maritalStatus + passengers + seatBelts,28.52471963,0.67786,
route ~ + children + flowRate + passengers + sex,27.4977192,0.65889,
route ~ + income + lights + origin,40.58670512,0.36474,
route ~ + flowRate + income + passengers,25.83019812,0.65241,
route ~ + flowRate + income + seatBelts + sex,27.80185494,0.65296,
route ~ + children + flowRate + passengers + seatBelts + travelTime,28.09971658,0.68614,
route ~ + age + lights + maritalStatus + sex,40.30240229,0.40927,
route ~ + age + income + lights + seatBelts + sex,41.69064338,0.4212,
route ~ + children + distance + passengers + sex + travelTime,30.90470959,0.63146,
route ~ + children + distance + origin + passengers + seatBelts,31.27311237,0.62428,
route ~ + lights + maritalStatus + origin,40.56593405,0.36514,
route ~ + children + distance + maritalStatus + passengers + sex,30.87262828,0.63209,
route ~ + age + children + lights + origin + passengers,40.4717434,0.44496,
route ~ + flowRate + passengers + seatBelts + sex + travelTime,28.08838564,0.68637,
route ~ + children + flowRate + income + passengers + travelTime,28.10054146,0.68613,
route ~ + lights + origin + passengers + travelTime,40.0824468,0.41356,
route ~ + children + distance + income + maritalStatus,31.18061989,0.5871,
route ~ + lights + maritalStatus + passengers + sex + travelTime,40.8180352,0.43821,
route ~ + age + lights + maritalStatus + passengers,39.32255312,0.42837,
route ~ + children + distance + maritalStatus + seatBelts,31.19647071,0.58679,
route ~ + lights + origin + passengers + sex,39.89910396,0.41713,
route ~ + flowRate + passengers + seatBelts,25.85530297,0.65192,
route ~ + age + lights + passengers,37.92238713,0.41668,
route ~ + distance + maritalStatus + passengers + seatBelts + travelTime,31.3068365,0.62362,
route ~ + flowRate + passengers + seatBelts + sex,27.56176523,0.65764,
route ~ + lights + origin + seatBelts,40.55161344,0.36542,
route ~ + distance + income + passengers + seatBelts + travelTime,31.39906161,0.62183,
route ~ + children + distance + income + passengers,29.88685152,0.61232,
route ~ + children + distance + maritalStatus + travelTime,30.99039708,0.5908,
route ~ + age + income + lights + maritalStatus + sex,41.68172602,0.42137,
route ~ + age + lights + origin + seatBelts + sex,41.53290675,0.42427,
route ~ + lights + origin + seatBelts + travelTime,41.48304842,0.38626,
route ~ + flowRate + income + maritalStatus + passengers + seatBelts,28.54078951,0.67755,
route ~ + distance + passengers + seatBelts + sex,29.25365972,0.62466,
route ~ + age + children + lights + seatBelts + sex,41.48872325,0.42513,
route ~ + distance + maritalStatus + seatBelts,29.61014036,0.57872,
route ~ + income + lights + modelYear + seatBelts,39.14446929,0.43184,
route ~ + distance + origin + passengers + seatBelts + travelTime,31.21485493,0.62542,
route ~ + income + lights + origin + seatBelts,42.19401299,0.3724,
route ~ + children + income + lights + modelYear,39.14870478,0.43176,
route ~ + flowRate + income + passengers + seatBelts + travelTime,28.11751724,0.6858,
route ~ + distance + income + origin + seatBelts,30.62905462,0.59785,
route ~ + children + lights + maritalStatus + sex + travelTime,42.4467204,0.40646,
route ~ + distance + maritalStatus + passengers + seatBelts + sex,30.99794343,0.62965,
route ~ + children + distance + maritalStatus + seatBelts + travelTime,32.85278816,0.59349,
route ~ + lights + modelYear + passengers + seatBelts + travelTime,39.65049873,0.46097,
route ~ + children + lights + origin + sex,41.26090056,0.39059,
route ~ + flowRate + income + passengers + sex,27.5773699,0.65734,
route ~ + children + distance + income + maritalStatus + passengers,31.51019794,0.61966,
route ~ + age + lights + origin + passengers,39.30786568,0.42866,
route ~ + children + distance + maritalStatus + passengers,29.67112638,0.61652,
route ~ + children + income + lights + origin + travelTime,43.11074743,0.39351,
route ~ + children + distance + passengers + travelTime,29.72210393,0.61553,
route ~ + age + children + lights + origin + seatBelts,41.65544456,0.42188,
route ~ + income + lights + modelYear + passengers,38.48172684,0.44476,
route ~ + distance + income + origin + passengers,29.69252545,0.6161,
route ~ + age + lights + seatBelts,39.13722827,0.393,
route ~ + age + children + modelYear + sex,51.34753066,0.19395,
route ~ + children + flowRate + income + maritalStatus + passengers,28.5798089,0.67679,
route ~ + distance + maritalStatus + passengers + seatBelts,29.73148338,0.61535,
route ~ + age + children + lights + maritalStatus + origin,41.63496473,0.42228,
route ~ + lights + maritalStatus + passengers + travelTime,40.43936609,0.4066,
route ~ + age + modelYear + seatBelts,50.74560755,0.1667,
route ~ + children + distance + income + maritalStatus + seatBelts,33.08387416,0.58898,
route ~ + distance + passengers + seatBelts + sex + travelTime,31.07092902,0.62822,
route ~ + distance + income + maritalStatus,29.63509407,0.57824,
route ~ + children + lights + seatBelts + travelTime,42.01876115,0.37581,
route ~ + children + income + lights + sex + travelTime,42.45791585,0.40624,
route ~ + income + lights + maritalStatus + modelYear + passengers,39.77754729,0.45849,
route ~ + age,51.36340811,0.07668,
route ~ + age + income + lights + passengers + seatBelts,40.73484554,0.43983,
route ~ + age + distance + modelYear + sex,10.00000163,1,
route ~ + flowRate + income + lights + seatBelts + travelTime,12.0000019,1,
route ~ + children + distance + maritalStatus + passengers + travelTime,31.33147163,0.62314,
route ~ + flowRate + lights + seatBelts + sex + travelTime,12.00000146,1,
route ~ + age + distance + modelYear + passengers + sex,12.0000016,1,
route ~ + age + distance + income + modelYear + sex,12.00000128,1,
route ~ + age + distance + modelYear + seatBelts + sex,12.0000014,1,
route ~ + children + income + lights + origin + sex,43.0336313,0.39502,
route ~ + children + flowRate + income + seatBelts,28.00483338,0.64901,
route ~ + children + flowRate + passengers + seatBelts + sex,29.4649411,0.65953,
route ~ + children + distance + flowRate + travelTime,10.00000265,1,
route ~ + children + flowRate + income + seatBelts + sex,29.72918706,0.65438,
route ~ + income + lights + passengers + sex + travelTime,40.98869297,0.43488,
route ~ + distance + flowRate + travelTime,8.000003057,1,
route ~ + distance + flowRate + sex + travelTime,10.00000061,1,
route ~ + age + lights + seatBelts + sex,40.3502666,0.40834,
route ~ + children + distance + flowRate + sex + travelTime,12.00000057,1,
route ~ + age + children + distance + income + sex,12.0000003,1,
route ~ + distance + origin + passengers + seatBelts,29.71383075,0.61569,
route ~ + lights + maritalStatus + modelYear + passengers + seatBelts,39.81639354,0.45773,
route ~ + flowRate + lights + maritalStatus + seatBelts + sex,12.00000028,1,
route ~ + age + distance + modelYear + origin + sex,12.00000028,1,
route ~ + distance + passengers + seatBelts + travelTime,29.8187566,0.61364,
route ~ + age + flowRate,6.000000159,1,
route ~ + distance + flowRate + income,8.000000115,1,
route ~ + children + distance + flowRate + income,10.00000011,1,
route ~ + age + flowRate + passengers,8.000000153,1,
route ~ + age + flowRate + origin,8.000000148,1,
route ~ + age + flowRate + lights,8.000000152,1,
route ~ + age + flowRate + income,8.000000159,1,
route ~ + age + children + flowRate,8.000000164,1,
route ~ + age + flowRate + maritalStatus,8.000000158,1,
route ~ + distance + flowRate + income + travelTime,10.00000007,1,
route ~ + age + flowRate + lights + passengers,10.00000015,1,
route ~ + age + flowRate + sex,8.000000141,1,
route ~ + flowRate + lights + modelYear,8.000000059,1,
route ~ + age + flowRate + seatBelts,8.000000155,1,
route ~ + age + flowRate + lights + origin,10.00000015,1,
route ~ + age + flowRate + maritalStatus + passengers,10.00000015,1,
route ~ + age + flowRate + travelTime,8.000000075,1,
route ~ + age + flowRate + passengers + sex,10.00000014,1,
route ~ + age + children + flowRate + maritalStatus,10.00000016,1,
route ~ + children + distance + flowRate + income + travelTime,12.00000007,1,
route ~ + age + children + flowRate + income,10.00000015,1,
route ~ + age + flowRate + passengers + seatBelts,10.00000015,1,
route ~ + age + children + flowRate + passengers,10.00000016,1,
route ~ + age + flowRate + origin + passengers,10.00000014,1,
route ~ + age + flowRate + income + passengers,10.00000015,1,
route ~ + age + flowRate + income + origin,10.00000015,1,
route ~ + age + flowRate + income + maritalStatus + seatBelts,12.00000013,1,
route ~ + distance + flowRate + seatBelts,8.00000005,1,
route ~ + age + children + flowRate + sex,10.00000013,1,
route ~ + age + children + flowRate + lights,10.00000016,1,
route ~ + age + children + flowRate + origin,10.00000015,1,
route ~ + age + children + flowRate + maritalStatus + passengers,12.00000015,1,
route ~ + distance + flowRate + maritalStatus,8.000000073,1,
route ~ + age + flowRate + income + lights,10.00000015,1,
route ~ + age + flowRate + income + lights + maritalStatus,12.00000013,1,
route ~ + age + flowRate + lights + maritalStatus,10.00000015,1,
route ~ + age + children + flowRate + lights + passengers,12.00000015,1,
route ~ + age + flowRate + lights + maritalStatus + passengers,12.00000014,1,
route ~ + age + flowRate + income + maritalStatus,10.00000014,1,
route ~ + age + flowRate + income + lights + passengers,12.00000014,1,
route ~ + age + flowRate + income + seatBelts,10.00000014,1,
route ~ + age + flowRate + modelYear,8.000000069,1,
route ~ + age + children + flowRate + seatBelts,10.00000015,1,
route ~ + age + children + flowRate + passengers + sex,12.00000013,1,
route ~ + age + flowRate + maritalStatus + seatBelts,10.00000015,1,
route ~ + age + children + flowRate + income + origin,12.00000014,1,
route ~ + age + children + flowRate + maritalStatus + origin,12.00000014,1,
route ~ + age + flowRate + income + sex,10.00000013,1,
route ~ + age + children + flowRate + income + maritalStatus,12.00000015,1,
route ~ + distance + flowRate + income + maritalStatus,10.00000007,1,
route ~ + age + flowRate + passengers + travelTime,10.00000007,1,
route ~ + distance + flowRate + maritalStatus + sex,10.00000006,1,
route ~ + age + flowRate + lights + origin + passengers,12.00000014,1,
route ~ + age + flowRate + maritalStatus + passengers + seatBelts,12.00000015,1,
route ~ + age + flowRate + income + maritalStatus + origin,12.00000014,1,
route ~ + age + flowRate + income + lights + origin,12.00000014,1,
route ~ + age + distance + maritalStatus + modelYear + sex,12.00000003,1,
route ~ + age + flowRate + maritalStatus + origin,10.00000015,1,
route ~ + age + children + flowRate + income + passengers,12.00000015,1,
route ~ + age + children + flowRate + lights + origin,12.00000015,1,
route ~ + age + children + flowRate + passengers + seatBelts,12.00000015,1,
route ~ + age + flowRate + income + passengers + sex,12.00000013,1,
route ~ + flowRate + income + lights + modelYear,10.00000006,1,
route ~ + flowRate + lights + modelYear + passengers,10.00000006,1,
route ~ + distance + flowRate + passengers,8.000000056,1,
route ~ + age + flowRate + income + origin + passengers,12.00000014,1,
route ~ + children + distance + flowRate + seatBelts,10.00000005,1,
route ~ + age + flowRate + origin + travelTime,10.00000007,1,
route ~ + flowRate + lights + maritalStatus + modelYear,10.00000006,1,
route ~ + children + flowRate + lights + modelYear,10.00000006,1,
route ~ + distance + flowRate + maritalStatus + travelTime,10.00000007,1,
route ~ + children + distance + flowRate + maritalStatus,10.00000007,1,
route ~ + age + flowRate + sex + travelTime,10.00000007,1,
route ~ + flowRate + lights + modelYear + origin,10.00000005,1,
route ~ + age + children + flowRate + origin + passengers,12.00000015,1,
route ~ + age + children + flowRate + lights + maritalStatus,12.00000016,1,
route ~ + age + flowRate + income + maritalStatus + passengers,12.00000013,1,
route ~ + children + distance + flowRate + income + maritalStatus,12.00000006,1,
route ~ + flowRate + lights + modelYear + seatBelts,10.00000006,1,
route ~ + distance + flowRate + origin,8.000000044,1,
route ~ + age + flowRate + income + passengers + seatBelts,12.00000013,1,
route ~ + age + flowRate + maritalStatus + sex,10.00000014,1,
route ~ + age + flowRate + maritalStatus + passengers + sex,12.00000014,1,
route ~ + distance + flowRate + income + maritalStatus + travelTime,12.00000007,1,
route ~ + age + children + flowRate + income + lights,12.00000015,1,
route ~ + age + children + distance + seatBelts + sex,12.00000009,1,
route ~ + age + flowRate + lights + passengers + seatBelts,12.00000014,1,
route ~ + age + flowRate + seatBelts + sex,10.00000014,1,
route ~ + flowRate + income + lights + origin + travelTime,12.00000019,1,
route ~ + age + flowRate + income + origin + sex,12.00000013,1,
route ~ + age + flowRate + lights + maritalStatus + origin,12.00000015,1,
route ~ + age + flowRate + passengers + seatBelts + sex,12.00000014,1,
route ~ + age + flowRate + lights + origin + sex,12.00000014,1,
route ~ + age + children + flowRate + income + seatBelts,12.00000014,1,
route ~ + age + flowRate + income + origin + seatBelts,12.00000013,1,
route ~ + distance + flowRate + maritalStatus + seatBelts,10.00000005,1,
route ~ + age + flowRate + maritalStatus + origin + passengers,12.00000015,1,
route ~ + age + flowRate + maritalStatus + travelTime,10.00000006,1,
route ~ + age + children + flowRate + maritalStatus + sex,12.00000013,1,
route ~ + age + flowRate + passengers + sex + travelTime,12.00000007,1,
route ~ + children + distance + flowRate + maritalStatus + sex,12.00000006,1,
route ~ + age + flowRate + origin + passengers + travelTime,12.00000007,1,
route ~ + distance + flowRate + passengers + sex,10.00000005,1,
route ~ + age + flowRate + modelYear + passengers,10.00000007,1,
route ~ + age + flowRate + lights + travelTime,10.00000005,1,
route ~ + age + distance + modelYear + sex + travelTime,12.00000003,1,
route ~ + distance + flowRate + income + maritalStatus + passengers,12.00000006,1,
route ~ + children + distance + flowRate + passengers,10.00000005,1,
route ~ + age + flowRate + income + lights + seatBelts,12.00000014,1,
route ~ + age + children + distance + modelYear + sex,12.00000003,1,
route ~ + age + flowRate + lights + seatBelts,10.00000015,1,
route ~ + age + flowRate + maritalStatus + modelYear,10.00000006,1,
route ~ + children + distance + flowRate + maritalStatus + travelTime,12.00000006,1,
route ~ + age + children + flowRate + maritalStatus + seatBelts,12.00000015,1,
route ~ + age + flowRate + seatBelts + travelTime,10.00000007,1,
route ~ + age + children + flowRate + origin + sex,12.00000013,1,
route ~ + age + children + flowRate + seatBelts + sex,12.00000014,1,
route ~ + age + children + flowRate + lights + sex,12.00000014,1,
route ~ + age + children + flowRate + lights + seatBelts,12.00000015,1,
route ~ + distance + flowRate + income + maritalStatus + sex,12.00000005,1,
route ~ + age + flowRate + lights + maritalStatus + seatBelts,12.00000015,1,
route ~ + distance + flowRate + origin + passengers,10.00000004,1,
route ~ + age + flowRate + modelYear + seatBelts,10.00000007,1,
route ~ + age + children + flowRate + modelYear,10.00000007,1,
route ~ + age + flowRate + origin + sex,10.00000014,1,
route ~ + age + flowRate + modelYear + sex,10.00000006,1,
route ~ + age + flowRate + lights + passengers + sex,12.00000014,1,
route ~ + age + flowRate + income + modelYear,10.00000006,1,
route ~ + flowRate + income + lights + modelYear + passengers,12.00000005,1,
route ~ + flowRate + income + lights + maritalStatus + modelYear,12.00000005,1,
route ~ + age + flowRate + income + maritalStatus + modelYear,12.00000004,1,
route ~ + flowRate + lights + modelYear + sex,10.00000006,1,
route ~ + flowRate + lights + maritalStatus + modelYear + passengers,12.00000006,1,
route ~ + children + flowRate + income + lights + modelYear,12.00000005,1,
route ~ + children + flowRate + lights + maritalStatus + modelYear,12.00000006,1,
route ~ + children + flowRate + lights + modelYear + passengers,12.00000006,1,
route ~ + flowRate + lights + modelYear + origin + passengers,12.00000005,1,
route ~ + age + flowRate + origin + passengers + sex,12.00000013,1,
route ~ + age + flowRate + origin + sex + travelTime,12.00000007,1,
route ~ + flowRate + income + lights + modelYear + origin,12.00000004,1,
route ~ + age + children + flowRate + travelTime,10.00000005,1,
route ~ + children + distance + flowRate + maritalStatus + seatBelts,12.00000005,1,
route ~ + flowRate + income + lights + modelYear + seatBelts,12.00000005,1,
route ~ + age + flowRate + income + lights + sex,12.00000013,1,
route ~ + flowRate + lights + modelYear + passengers + seatBelts,12.00000005,1,
route ~ + children + flowRate + lights + modelYear + origin,12.00000005,1,
route ~ + children + distance + flowRate + origin,10.00000004,1,
route ~ + flowRate + lights + maritalStatus + modelYear + origin,12.00000004,1,
route ~ + age + flowRate + maritalStatus + passengers + travelTime,12.00000005,1,
route ~ + age + children + flowRate + origin + seatBelts,12.00000014,1,
route ~ + age + flowRate + lights + sex,10.00000014,1,
route ~ + flowRate + lights + maritalStatus + modelYear + seatBelts,12.00000006,1,
route ~ + children + flowRate + lights + modelYear + seatBelts,12.00000005,1,
route ~ + age + children + flowRate + income + modelYear,12.00000003,1,
route ~ + age + flowRate + passengers + seatBelts + travelTime,12.00000007,1,
route ~ + distance + flowRate + maritalStatus + passengers,10.00000006,1,
route ~ + age + flowRate + income + seatBelts + sex,12.00000012,1,
route ~ + age + flowRate + lights + passengers + travelTime,12.00000005,1,
route ~ + age + children + flowRate + income + sex,12.00000013,1,
route ~ + age + flowRate + lights + modelYear,10.00000003,1,
route ~ + distance + flowRate + maritalStatus + passengers + seatBelts,12.00000004,1,
route ~ + distance + flowRate + income + maritalStatus + seatBelts,12.00000005,1,
route ~ + children + flowRate + passengers + seatBelts,27.74236417,0.65412,
route ~ + flowRate + lights + modelYear + origin + seatBelts,12.00000005,1,
route ~ + distance + flowRate + passengers + travelTime,10.00000005,1,
route ~ + age + flowRate + maritalStatus + sex + travelTime,12.00000005,1,
route ~ + age + flowRate + income + travelTime,10.00000008,1,
route ~ + age + flowRate + income + lights + travelTime,12.00000005,1,
route ~ + children + distance + flowRate + origin + passengers,12.00000004,1,
route ~ + age + flowRate + income + sex + travelTime,12.00000007,1,
route ~ + age + flowRate + maritalStatus + origin + sex,12.00000014,1,
route ~ + age + flowRate + income + seatBelts + travelTime,12.00000007,1,
route ~ + age + flowRate + maritalStatus + modelYear + passengers,12.00000006,1,
route ~ + age + flowRate + modelYear + origin,10.00000005,1,
route ~ + flowRate + lights + modelYear + travelTime,10.00000002,1,
route ~ + age + children + flowRate + passengers + travelTime,12.00000005,1,
route ~ + distance + flowRate + maritalStatus + passengers + sex,12.00000005,1,
route ~ + children + distance + flowRate + passengers + sex,12.00000005,1,
route ~ + distance + flowRate + income + seatBelts + travelTime,12.00000004,1,
route ~ + age + flowRate + modelYear + passengers + seatBelts,12.00000006,1,
route ~ + age + flowRate + maritalStatus + origin + travelTime,12.00000005,1,
route ~ + age + children + flowRate + modelYear + passengers,12.00000007,1,
route ~ + age + flowRate + modelYear + passengers + sex,12.00000006,1,
route ~ + age + flowRate + modelYear + seatBelts + sex,12.00000006,1,
route ~ + age + flowRate + income + modelYear + passengers,12.00000005,1,
route ~ + children + distance + flowRate + maritalStatus + passengers,12.00000006,1,
route ~ + age + children + flowRate + lights + travelTime,12.00000004,1,
route ~ + age + flowRate + income + passengers + travelTime,12.00000007,1,
route ~ + distance + flowRate + origin + passengers + sex,12.00000004,1,
route ~ + flowRate + lights + modelYear + passengers + sex,12.00000006,1,
route ~ + age + children + flowRate + maritalStatus + modelYear,12.00000005,1,
route ~ + age + children + flowRate + modelYear + seatBelts,12.00000007,1,
route ~ + age + children + flowRate + seatBelts + travelTime,12.00000005,1,
route ~ + age + children + flowRate + modelYear + sex,12.00000006,1,
route ~ + distance + flowRate + maritalStatus + passengers + travelTime,12.00000005,1,
route ~ + age + flowRate + maritalStatus + seatBelts + sex,12.00000014,1,
route ~ + age + flowRate + maritalStatus + modelYear + seatBelts,12.00000006,1,
route ~ + distance + flowRate + maritalStatus + sex + travelTime,12.00000006,1,
route ~ + age + flowRate + maritalStatus + modelYear + sex,12.00000006,1,
route ~ + age + children + flowRate + income + travelTime,12.00000005,1,
route ~ + age + flowRate + maritalStatus + origin + seatBelts,12.00000015,1,
route ~ + age + flowRate + maritalStatus + seatBelts + travelTime,12.00000006,1,
route ~ + age + children + flowRate + sex + travelTime,12.00000004,1,
route ~ + flowRate + income + lights + modelYear + sex,12.00000005,1,
route ~ + age + children + flowRate + lights + modelYear,12.00000004,1,
route ~ + age + flowRate + origin + passengers + seatBelts,12.00000014,1,
route ~ + distance + flowRate + origin + passengers + travelTime,12.00000004,1,
route ~ + age + flowRate + origin + seatBelts + travelTime,12.00000007,1,
route ~ + distance + lights,6.000000011,1,
route ~ + age + flowRate + lights + maritalStatus + sex,12.00000014,1,
route ~ + age + children + flowRate + origin + travelTime,12.00000004,1,
route ~ + age + flowRate + lights + modelYear + passengers,12.00000003,1,
route ~ + flowRate + lights + modelYear + seatBelts + sex,12.00000005,1,
route ~ + age + flowRate + income + modelYear + seatBelts,12.00000005,1,
route ~ + age + flowRate + lights + modelYear + seatBelts,12.00000003,1,
route ~ + age + flowRate + income + modelYear + origin,12.00000005,1,
route ~ + age + flowRate + modelYear + origin + passengers,12.00000005,1,
route ~ + flowRate + lights + modelYear + passengers + travelTime,12.00000002,1,
route ~ + age + flowRate + income + maritalStatus + travelTime,12.00000005,1,
route ~ + age + flowRate + income + modelYear + sex,12.00000005,1,
route ~ + age + children + flowRate + maritalStatus + travelTime,12.00000004,1,
route ~ + age + flowRate + modelYear + origin + sex,12.00000004,1,
route ~ + flowRate + lights + maritalStatus + modelYear + travelTime,12.00000002,1,
route ~ + children + flowRate + lights + modelYear + travelTime,12.00000002,1,
route ~ + age + flowRate + lights + origin + travelTime,12.00000005,1,
route ~ + lights + maritalStatus + origin + sex,41.27241469,0.39036,
route ~ + age + flowRate + lights + seatBelts + sex,12.00000014,1,
route ~ + age + flowRate + income + maritalStatus + sex,12.00000013,1,
route ~ + age + flowRate + seatBelts + sex + travelTime,12.00000007,1,
route ~ + age + flowRate + lights + modelYear + sex,12.00000003,1,
route ~ + age + children + flowRate + modelYear + origin,12.00000005,1,
route ~ + distance + flowRate + seatBelts + sex,10.00000005,1,
route ~ + flowRate + income + lights + modelYear + travelTime,12.00000002,1,
route ~ + distance + flowRate + maritalStatus + seatBelts + travelTime,12.00000005,1,
route ~ + age + flowRate + modelYear + seatBelts + travelTime,12.00000003,1,
route ~ + children + flowRate + lights + modelYear + sex,12.00000006,1,
route ~ + distance + flowRate + seatBelts + sex + travelTime,12.00000005,1,
route ~ + flowRate + lights + modelYear + sex + travelTime,12.00000002,1,
route ~ + children + distance + flowRate + passengers + seatBelts,12.00000005,1,
route ~ + age + flowRate + origin + seatBelts + sex,12.00000014,1,
route ~ + flowRate + lights + modelYear + seatBelts + travelTime,12.00000002,1,
route ~ + flowRate + lights + modelYear + origin + sex,12.00000005,1,
route ~ + age + flowRate + modelYear + origin + seatBelts,12.00000005,1,
route ~ + flowRate + lights + maritalStatus + modelYear + sex,12.00000006,1,
route ~ + distance + flowRate + passengers + sex + travelTime,12.00000005,1,
route ~ + children + distance + flowRate + passengers + travelTime,12.00000005,1,
route ~ + age + flowRate + income + origin + travelTime,12.00000007,1,
route ~ + distance + flowRate + passengers + seatBelts,10.00000005,1,
route ~ + age + flowRate + origin + seatBelts,10.00000015,1,
route ~ + age + flowRate + lights + origin + seatBelts,12.00000014,1,
route ~ + age + flowRate + maritalStatus + modelYear + origin,12.00000005,1,
route ~ + distance + flowRate + origin + sex + travelTime,12.00000004,1,
route ~ + distance + flowRate + seatBelts + travelTime,10.00000005,1,
route ~ + age + children + flowRate + modelYear + travelTime,12.00000004,1,
route ~ + distance + flowRate + income + seatBelts + sex,12.00000004,1,
route ~ + flowRate + lights + origin + sex + travelTime,12.00000007,1,
route ~ + age + flowRate + lights + sex + travelTime,12.00000005,1,
route ~ + children + distance + lights,8.000000011,1,
route ~ + children + distance + flowRate + seatBelts + sex,12.00000004,1,
route ~ + flowRate + lights + modelYear + origin + travelTime,12.00000002,1,
route ~ + children + distance + flowRate + income + seatBelts,12.00000005,1,
route ~ + age + distance + flowRate,8.000000011,1,
route ~ + age + flowRate + maritalStatus + modelYear + travelTime,12.00000004,1,
route ~ + distance + flowRate + modelYear + seatBelts + travelTime,12.00000002,1,
route ~ + distance + lights + origin,8.000000008,1,
route ~ + children + distance + flowRate + origin + travelTime,12.00000004,1,
route ~ + distance + lights + passengers,8.000000011,1,
route ~ + distance + income + lights,8.000000009,1,
route ~ + distance + lights + maritalStatus,8.000000011,1,
route ~ + distance + lights + travelTime,8.000000009,1,
route ~ + distance + flowRate + maritalStatus + seatBelts + sex,12.00000005,1,
route ~ + distance + lights + sex,8.000000011,1,
route ~ + age + flowRate + lights + maritalStatus + travelTime,12.00000005,1,
route ~ + age + flowRate + lights + modelYear + origin,12.00000002,1,
route ~ + age + flowRate + lights + maritalStatus + modelYear,12.00000002,1,
route ~ + age + flowRate + modelYear + origin + travelTime,12.00000004,1,
route ~ + distance + lights + seatBelts,8.00000001,1,
route ~ + distance + flowRate + modelYear + sex,10.00000001,1,
route ~ + distance + flowRate + income + passengers + travelTime,12.00000005,1,
route ~ + age + flowRate + modelYear + sex + travelTime,12.00000003,1,
route ~ + age + distance + flowRate + passengers,10.00000001,1,
route ~ + distance + flowRate + origin + seatBelts,10.00000001,1,
route ~ + distance + lights + modelYear,8.000000008,1,
route ~ + distance + flowRate + income + seatBelts,10.00000005,1,
route ~ + age + distance + flowRate + sex,10.00000001,1,
route ~ + age + children + distance + flowRate,10.00000001,1,
route ~ + age + flowRate + income + lights + modelYear,12.00000002,1,
route ~ + children + distance + flowRate + seatBelts + travelTime,12.00000004,1,
route ~ + distance + lights + maritalStatus + passengers,10.00000001,1,
route ~ + age + flowRate + modelYear + travelTime,10.00000004,1,
route ~ + distance + flowRate + origin + travelTime,10.00000004,1,
route ~ + children + distance + flowRate + origin + sex,12.00000004,1,
route ~ + children + distance + lights + passengers,10.00000001,1,
